first_name,last_name,date_of_birth,sender_card_number,receiver_cc_number,transaction_amount,transaction_date,is_fraud
Robert Baker,James Jacobs,2020-02-03,2292419973708402,2221999036704593,72083.09,2022-03-19 20:56:59,1
Marcus Gonzales Jr.,Elizabeth Smith,1943-02-21,2590319750692804,2705567053404671,60748.90,2022-04-03 22:00:14,0
Alexis Johnson,Matthew Green DDS,1924-01-12,5525956707460059,2253372235055400,26114.04,2022-01-30 16:36:22,0
Emily Wall,Jason Smith,2017-08-21,2316815250357502,2273280395485331,48394.85,2022-09-19 04:46:34,0
Christina Barber,Zachary Murphy,1933-08-05,2296028132546797,5514678396077837,24075.17,2022-09-14 16:03:59,0
Christine Rogers,Casey Rowe,1940-05-01,2239213324972148,5240385381139355,84802.48,2022-10-29 16:53:17,0
Thomas Pearson,Amy Kim,1948-03-01,2316087447577448,2517267397611382,87822.12,2022-03-31 15:48:31,0
Richard Davis,Jonathan Butler,1971-03-12,2705577064734826,2254656550030595,43727.81,2022-05-14 15:37:42,0
Shelby Dixon,Randy Thompson,1984-05-11,2265240072755018,5523094818284879,12184.79,2022-08-05 00:00:30,0
Jorge Williams Jr.,Jennifer Branch,2006-03-10,2559609384862818,5329983123108706,1580.18,2022-08-29 19:27:25,0
Emily Lee MD,Jason Arnold,1956-10-14,2234411980948106,2400917657421456,43022.29,2022-02-04 08:14:50,1
Zachary Wyatt,Megan Levy,1968-02-26,2237069220846824,2349086266120265,37456.27,2022-01-02 04:55:07,0
Jeanne Ruiz,Dustin Crawford,2003-05-28,2297758835231995,5324526217386350,30359.05,2022-05-01 00:54:36,0
Candace Gould,James Long,2002-07-29,5317971290351609,5506538676604884,12846.08,2022-05-11 01:33:49,0
Anita Robinson,Anita Martinez,1934-03-09,2260512078580946,2654805114398099,98514.23,2022-01-04 14:02:33,0
Jeremy Cardenas,Emily Snyder,1954-10-04,2281808822566008,2235497587415366,92735.97,2022-10-28 02:25:33,0
Dennis Graham,Susan Alexander,1994-11-26,5505545153256774,5495581772944229,77035.31,2022-10-04 19:20:15,0
Eric Gregory,Tyler Patterson,2004-01-21,5597860736818985,2249770143171259,20503.78,2022-06-25 11:33:13,0
Emily Goodman,Robert Hunter,1958-11-26,2530516828047787,5363338289703823,29714.99,2022-08-27 03:02:29,0
Gregory Franklin,David Wolf,1957-06-23,5320555910493530,2701852896316884,84440.86,2022-11-19 12:11:10,0
Timothy Turner,George Wiley,1966-08-31,2500877880197910,2720279806830365,14665.40,2022-05-02 17:29:28,0
Samuel Chung,Danielle Preston,1990-09-12,2296862757891801,5362584423221906,20142.96,2022-07-01 05:47:38,0
Tara Long MD,Michelle Todd,1966-01-14,2544683601585708,2234825369146216,50508.61,2022-05-01 20:00:48,0
Jason Lowe,Jonathan Brown,1965-06-15,2284056651972940,5406308021726761,25276.38,2022-07-19 14:33:49,0
Jason Mcmahon,Anna Bowman,1993-09-09,2246597302624114,2286157204821424,49937.73,2022-01-24 12:14:58,0
Kevin Kirk Jr.,Ashley Johnson,1956-09-12,2295599727987001,2420766823314285,59018.80,2022-03-20 18:40:54,0
Dennis Williams,Gina Bass,1979-06-06,5444858599966730,2229112162180743,76533.19,2022-05-07 20:43:24,0
Sydney Hart,Dr. Nicholas Wong,1957-02-16,2400268389866018,5487270969832500,21915.90,2022-05-05 22:06:32,0
Troy Newman,Kenneth Moreno,1926-05-24,2294055779294771,2283396458013170,10534.20,2022-10-25 19:51:11,0
Benjamin Rogers,Amber Carter,1941-12-21,2223719585586375,2418802284856011,77910.87,2022-05-07 00:25:13,0
Stephanie Kline,Joanne Pacheco,2020-12-13,2251962241998148,2248867324911122,60190.91,2022-07-15 01:57:36,0
Tonya Walker MD,Michelle Martin,1945-01-08,2559191497717676,5215589610168520,33406.27,2022-08-22 17:52:47,0
Tina Burgess DDS,Mr. James Price Jr.,1948-01-21,2712010045432279,2711524060341455,10907.98,2022-01-24 22:54:47,0
Erica Lopez,Danielle Carroll,1913-05-13,5191322710458163,2224356002710202,3947.68,2022-01-14 17:09:13,0
Victoria Ruiz,David Anderson,1964-12-03,2226023197785609,2274988811498063,98606.00,2022-08-03 08:41:04,0
Susan Owens,Jamie Marquez,1999-03-13,5570340901561596,2243186909959355,58223.14,2022-10-10 21:52:05,0
William Espinoza,Craig Ramirez,1937-08-21,2283949232576993,2240039095378471,89893.36,2022-07-27 18:28:07,0
Kimberly Nelson,Thomas Harris,1910-07-12,5555299847755838,2714885409020747,66034.82,2022-04-05 15:51:35,0
Mary Chambers,Cameron Stark,2004-11-26,5251019351899930,2720629031921696,44001.27,2022-05-07 00:32:18,0
Jeffrey Olson,Gordon Young,2001-05-21,2609366510384486,2720657539236176,78474.58,2022-01-13 10:15:03,0
Scott Mcfarland,Christine Harrison,1912-07-10,5296634127672226,2666515572089801,21459.39,2022-07-07 06:24:14,0
Peggy Rogers,Damon Schmidt,1919-05-15,2363521161883493,5480224423869548,39167.09,2022-08-08 16:49:35,0
Cristina Velazquez,Gerald Smith,1970-08-17,2647055823433585,5366588757376075,92384.44,2022-02-05 13:47:03,0
Colleen Guerrero,Anthony Dunn,1925-09-15,2601494685497244,5297031931225078,4485.43,2022-08-28 07:22:01,0
William Hess,Daniel Woods,1962-04-09,2271223174272969,2272352051318352,41914.14,2022-08-27 21:02:38,0
Alexandra Kelley,Austin Rice,1952-01-14,5407037564192656,2276922686162643,66004.23,2022-06-18 01:19:52,0
John Cook,James Austin,1963-03-21,5269583703210302,2241769729912209,29243.21,2022-03-06 04:38:14,0
David Rose,Keith Chavez,1970-09-25,2531262714753985,5141194021444849,5624.88,2022-09-17 19:57:25,0
Connor Marshall,Ruth Baker,1983-06-09,2720077543246923,5221519734577894,14920.45,2022-01-24 04:11:45,0
Courtney Fernandez,Barbara Thomas,1974-08-08,2621421281512759,2693686329324515,77964.98,2022-06-22 07:50:14,0
Robin Vazquez,Todd Wise,1943-02-28,2224998481068246,2438499649266303,17558.99,2022-07-12 23:08:54,0
Lisa Brown,Denise Larson,2007-12-09,2522047245191172,5317708788677404,22082.91,2022-04-21 04:59:01,0
Kelly Walls,Emily Kelley,1932-10-22,2229401410056858,2389647003751893,34438.47,2022-02-15 03:53:56,0
Melissa Malone,Morgan Mack,1913-07-19,2708609970156294,2463577885756794,98921.77,2022-05-01 00:55:12,0
Nicholas Knight,Ruth Galvan,1936-09-29,2499051535642612,2640822277093109,69425.42,2022-08-18 04:12:59,0
Amy Lewis,Jonathan Mcbride,1953-07-28,5549537418388425,5451759777004346,18027.88,2022-01-17 18:29:10,0
Nicholas Wilson,Mr. Eric Allen III,1975-09-03,2480544710578065,2720564769035601,76289.92,2022-11-09 13:57:49,0
Kara Adams,Catherine Scott,2006-08-13,2427176884926576,2257431364686900,55557.93,2022-04-30 10:23:12,0
Todd Galvan,Joseph Sanchez,1973-03-09,2271832432270373,2357859326100264,64977.22,2022-05-30 19:18:15,0
Robert Vazquez,William Boyd MD,1991-03-09,2298810976829696,2293807996980595,78387.27,2022-04-11 12:00:51,0
John Price,Heidi Valdez,1914-08-26,5159195304754811,2226389610790934,18140.74,2022-07-20 23:16:53,0
Felicia Cunningham,Edward Smith,1981-09-19,2720563693750442,2259158679934877,36889.54,2022-10-19 02:05:36,0
Brandon Edwards,Elizabeth Martin,1978-09-29,5377703080995304,2716145689303109,62987.41,2022-08-26 00:10:18,0
Brandon Lopez,Brandon Johnson,1971-04-20,2661085481018692,2245445686103480,97721.59,2022-03-06 13:13:13,0
Elizabeth Harris,Ian Brown,2020-03-14,5321998694947272,5459105931408779,9387.67,2022-05-15 04:46:52,0
Bryan Franco,Kyle Elliott,1942-07-09,5488743587773198,2283926830746053,20244.94,2022-09-10 19:20:49,0
Kelsey Calderon,John Andrade,2022-03-11,2681079376438988,2615095283707902,58817.52,2022-09-12 16:23:35,0
Christopher Randolph,Tiffany Fischer,1966-07-02,2276753140247161,2715560675560648,49039.10,2022-01-06 02:10:49,0
Melissa Myers,Darrell Anderson,1927-01-25,2499597402826753,2241902752584161,63202.39,2022-06-20 14:55:50,0
Kristen Brown MD,Stephanie Potter,1909-01-27,5395472247141271,5534632731761320,20375.81,2022-10-22 08:50:52,0
Barbara Lucas,Janice Short,2006-08-18,2262255237298459,2720881944390424,83442.12,2022-04-25 06:44:37,0
Robert Smith,Amanda Suarez,1966-12-16,5508182298472343,2273034447500559,56242.93,2022-08-08 23:01:12,0
Shannon Montoya,Alexander Hayes,1945-04-08,5481573343255124,2271794118880208,86361.66,2022-03-19 21:47:30,0
Cody Rodriguez,Bridget Rodgers,1958-09-21,2254453761367127,2224323977887035,17878.33,2022-04-26 04:57:03,0
David Foster,Jeremy Mendoza,1968-06-15,2223932588591983,2221384137804180,50954.20,2022-07-25 08:20:36,0
Chad Lang,George Simpson,1946-06-05,2703568085956581,2290526359080594,57911.25,2022-01-13 19:02:43,0
David Martin,Joanna Douglas,1914-11-24,2251911548126499,2720895289459628,741.88,2022-06-25 19:07:57,0
Albert West,Danielle Barron,1920-01-22,2710089120081054,5268665831919481,66520.23,2022-07-26 13:03:16,0
Nicole Smith,Joseph Wade,2009-09-13,5112304118684851,2682594886566226,12128.94,2022-07-19 18:16:25,0
Mark Mcconnell,Melissa Daniel,1989-06-22,2352521402236389,2246982253329956,33582.25,2022-11-20 17:30:37,0
Leah Moore,Brenda Harmon,1937-02-10,5313275587520155,2484606111577107,40538.64,2022-06-05 14:44:49,0
Rachel Myers,Jacob Hall,2015-07-31,2233987363132401,2224929180880987,41561.51,2022-03-22 12:34:56,0
Michael Daniels,Anthony Swanson,1940-08-21,2275326158568140,5352995053103101,60761.36,2022-07-07 01:27:26,0
Mathew Mcgee,Cindy Martinez,2012-06-18,2371506597938805,2291544898546552,52133.29,2022-02-12 10:06:53,0
Steven Wade,James Young,1994-05-28,5274434999888653,5589356967066220,6262.97,2022-01-09 13:10:41,0
Natasha Smith,Edwin Mccall,2015-11-24,2238359160730222,5595101235470131,1681.83,2022-06-17 01:10:06,0
Amanda Pitts MD,Travis Johnson,1994-07-24,2269299048391395,5435424842337640,75471.00,2022-03-16 06:46:50,0
Heather Singleton,Margaret Gutierrez,1977-11-20,2286337183128484,2297787181083593,70259.94,2022-03-21 19:43:28,0
Kayla Reid,Blake Knapp,1941-07-24,5520717251525357,2244786871408189,73046.69,2022-07-16 13:23:29,0
Bianca Carlson,Daniel Cook,2004-11-10,2344187340318316,5509631856281362,78749.60,2022-03-09 06:21:34,0
Jeffrey Compton,Austin Smith PhD,1951-07-21,5572157338430080,2243392271631438,6391.34,2022-07-23 08:16:45,0
Timothy Smith,Peggy Young,2021-11-17,2701103117743229,5460769085508358,27285.30,2022-08-30 01:38:08,0
Paige Young,Joseph Jackson,1938-02-07,2267877349069067,2565255279193166,13314.34,2022-05-14 18:30:11,0
Gregory Jackson,Jessica Wells,2012-10-12,2275967125562714,2414001708418078,35857.18,2022-04-28 03:07:30,0
Christina Marsh,Patrick Taylor,1938-05-12,2253180576397137,2242689270280443,8758.79,2022-02-12 19:47:59,0
David Mueller,Miss Michelle Gardner,1917-06-06,2229779657533998,2271281144438144,15750.93,2022-07-03 03:49:48,0
Kayla Thompson,Grace Stephenson,2010-08-26,2248886339977712,5245682509966270,51360.17,2022-05-14 01:35:39,0
Christopher Moreno,Andrea Miller,1942-12-15,2292518607201245,2251350279081435,41834.14,2022-07-20 14:07:30,0
Kelly Andrews,Abigail Sweeney,1972-04-03,2249630952987122,2285550106218130,82219.68,2022-01-14 00:06:46,0
Jonathan Sellers,Clifford Rose,1931-12-03,2684429108145400,2237380970316300,8202.37,2022-08-04 15:41:05,0
Pamela Austin,Mike Moon,2016-04-18,2715323316645645,5591625127088357,90897.70,2022-03-24 18:06:32,0
Anne Patton,Douglas Thomas DVM,2003-11-05,5405683332704165,2256327991439294,71699.82,2022-07-03 22:37:55,0
Lisa Barr,Amanda Butler,1985-01-05,2221858982767501,2326030240106229,18124.24,2022-07-11 13:11:39,0
Joe Ayala,James Carroll,2006-10-09,2647738787027085,2273239104081906,21934.29,2022-08-18 05:28:53,0
Lauren Cook,Ryan Jackson,1953-05-09,2245969378832817,2356974325718650,82733.97,2022-01-11 21:41:49,0
John Martin,David Holmes,2018-04-16,2648848136414014,2283495277650335,27761.99,2022-07-18 17:08:18,0
Stephanie Gray,Vincent Mayer,1930-07-23,5531150865583645,2666608534427993,85538.23,2022-02-10 11:59:05,0
David Peck,Corey Powell,1990-11-05,2718713906453888,5306464903415055,24858.83,2022-10-11 19:03:13,0
Cindy Powers DDS,Francisco Clark,2007-12-21,5313410705160630,2720627641595025,28719.51,2022-01-22 23:30:30,0
John Perez,Tiffany Whitaker,1918-07-25,2277484798931075,2234289715809474,86285.77,2022-11-05 20:19:44,0
Wesley Wiley,Ryan Waters,2004-05-08,5426189353815505,2286523392928117,26628.35,2022-06-29 09:57:14,0
Lisa White,Pamela Gay,2004-09-04,2718561139837934,2396383177519087,24182.38,2022-02-08 08:31:09,0
Veronica Tanner,Lori Nelson,1968-02-25,2503509697386116,2286775958365312,7686.09,2022-06-08 11:42:51,0
Stephen Maddox,Elaine Salinas,1912-09-21,2720256437708962,2687125073496367,80013.91,2022-09-19 06:52:45,0
Dustin Jackson,Juan Phillips,1958-03-15,5568941686690569,2449636707300907,95601.60,2022-04-02 04:12:35,0
Shelly Vazquez,Bryan Hanson,1992-03-02,2233597669093817,2315713384174938,16537.73,2022-04-23 17:45:22,0
Joseph Jones,Brenda Ochoa,2020-09-29,2281262525463297,2662925630732355,56779.10,2022-01-16 13:00:46,0
Shannon Bishop,Tiffany Jenkins,1971-01-29,2434442832773390,2463986587974987,43819.97,2022-11-10 08:04:31,0
Charles Jacobson,Richard Spencer,1954-01-21,5474309133973678,5512146023932412,25055.81,2022-04-09 13:36:54,0
Willie Martinez,Adam Fox,2017-11-28,5173714784680601,2252575259860643,91828.40,2022-01-22 15:51:38,0
Katherine Galvan,Jennifer Bryant,2006-10-11,2445732056484121,2224505084427800,88711.28,2022-09-29 01:54:17,0
Jerry Nelson,Ethan Summers,1922-10-08,2700184200707868,2251310545224953,42348.83,2022-03-14 21:52:54,0
Anthony Weber,Mark Lee,1966-08-10,2283648447540204,2720421751520472,97093.23,2022-02-01 02:35:13,0
Wesley Simpson,Jennifer York,1995-10-22,5383580042231032,2263999427173860,88118.82,2022-02-16 01:44:54,0
Charles Montgomery,Carmen Ellis,1948-06-17,2285536839188237,2247800093105817,88365.51,2022-08-13 06:07:52,0
Wendy Schmidt,Regina Marshall,1945-04-20,2279370356443058,2720078228612017,49917.30,2022-06-12 01:24:16,0
Allison Garrison,Charles Santos,1936-11-24,2710243495258678,5335766619796775,16690.27,2022-10-05 19:47:12,0
Mary Dixon,Tracy Horn,1932-06-29,2628799649853624,2717663732342352,25080.05,2022-07-27 07:18:35,0
Danielle Tanner,Jeremy Watson,1948-05-20,2720419678549590,2264635884359621,30177.78,2022-05-29 09:28:52,0
Kelli Price,Todd Beltran,1996-03-27,5232195167605390,2263072525742943,6000.55,2022-07-11 23:57:30,0
Sharon Richards,Donald Wells,1939-09-24,2562300224372375,5262012949045345,11494.75,2022-04-13 11:47:24,0
Lauren Vega,Samantha Gomez,2016-03-30,5224444491565148,2245999079202622,73541.39,2022-09-18 06:34:50,0
Jason Eaton,Ryan Ware,1922-10-31,2230201132690589,5529173581195001,82085.68,2022-10-12 18:25:23,0
Daniel Page,Christopher Bowen,1930-07-14,2528822623679459,5599767091865493,49902.67,2022-04-18 14:07:33,0
Natalie Russell,Courtney Lawrence,1911-07-04,2248019480580123,2373125218357390,74774.43,2022-05-22 14:23:09,0
Jesus Snyder,Jaclyn Rodriguez,1943-05-19,2238705394401743,2487502524562850,53454.50,2022-01-04 20:13:23,0
Jennifer Padilla,Julie Mcdonald,1963-03-19,2525549047621808,2283247539104258,77972.85,2022-07-15 10:59:53,0
Mark Knight,Kenneth Howard,1942-11-23,2286214028760526,2443074638344214,27446.93,2022-06-29 12:29:53,0
Stephen Johnson,Louis Crawford,1964-02-06,2271630472044223,2296511015800662,72019.49,2022-05-20 21:54:35,0
Diana Johnson,James Berg,1924-04-22,2337123980582597,2256378615227789,31757.46,2022-10-21 04:01:14,0
Vanessa Lindsey,William Galvan,1909-07-12,2610970051430207,2635539298748431,99425.51,2022-01-15 16:39:26,0
Sheila Brown,Diane Hawkins,1978-06-21,2575744943460174,2263222075845493,30035.06,2022-02-16 23:19:54,0
Christine Rosales,Carolyn Henry,1937-06-04,2299532098583394,5171895712962294,82510.19,2022-04-07 05:20:36,0
James Shaw,Misty Bennett,2022-10-05,2707785239848516,5310699236613165,45347.06,2022-07-01 18:46:54,0
Jessica Beck,George Hicks,1953-06-23,2243429178047407,2259206418339500,20250.72,2022-08-15 13:40:38,0
Cynthia Ibarra,Mary Ferguson,2016-02-21,2274023669660398,5235538645427639,61053.37,2022-07-16 00:02:27,0
Mary Jones,Tracy Jackson,2008-08-09,2299341375048018,2270897038393169,71543.93,2022-02-08 11:34:00,0
Jason Jones,Danielle Robinson,2012-03-16,2720433667628281,2713994837423811,65550.73,2022-06-01 03:38:31,0
Daniel Moran,Carla Perry,2007-08-30,2234253349494186,2433718472420975,42937.06,2022-05-11 18:32:17,0
Ashley Grant,Arthur Gomez,1909-01-08,2252934199687592,2262907015153724,4089.34,2022-07-05 09:06:48,0
Laura Williams,April Smith,2017-12-21,5445535365665931,2558039020162194,86798.07,2022-02-22 02:05:38,0
David Manning,Charles Fletcher,1908-04-13,2249231454057033,2361201454260301,39717.89,2022-04-10 15:10:52,0
Edward Richardson,Jeremy Bryant III,2017-11-02,2296681793961612,2266273228740021,11425.49,2022-11-05 21:03:57,0
Anthony Brown,Jeremy Myers,2001-01-30,2348857097835599,2713143679341000,20823.94,2022-06-04 14:00:33,0
Scott Schwartz,Madison Collins,1988-08-12,2269333740225146,2700870094513343,45598.63,2022-08-18 09:28:04,0
Ryan Davis,Christopher Vazquez,1958-02-22,2242462259623144,2716208100502061,50474.28,2022-04-06 08:02:43,0
Jill Schneider,Stephen Castillo,1974-05-18,2224342944663105,5356056694473464,50461.16,2022-10-14 10:38:59,0
Sandra Little,Cory Newman,1963-05-08,2720397671151673,2240610591889425,83575.66,2022-08-07 07:55:18,0
Maria Chambers,Heather Randolph,1915-11-15,2285053555292342,5432112813300860,47855.47,2022-01-27 16:32:07,0
Loretta Jackson,Michael Ryan,1998-11-23,5448550125926314,2239421196429770,84984.41,2022-01-10 14:00:15,0
Justin Andersen,Katherine Hutchinson,1945-11-15,2275721356230446,2236893292256005,9338.25,2022-05-07 10:42:18,0
Erica Flores,Todd Ruiz,1945-06-07,2650117766658612,5328673604750818,21204.06,2022-07-27 11:15:36,0
Kelly Perez,Dennis Harris,2008-10-08,5231719504167003,2274557146462621,30956.10,2022-06-03 14:33:41,0
Leroy Brooks,Tammy Vaughn,1978-10-28,2286536516388869,2227061885562608,86626.21,2022-05-02 22:38:07,0
Mr. Michael Villanueva,Alexis Flores,1978-05-18,2248241840242653,2234462111852592,58689.28,2022-09-28 22:48:16,0
Andrew Medina Jr.,Angelica Lucas,1922-03-25,2376806853068098,2267890015995747,69509.07,2022-08-05 20:21:04,0
Kayla Salas,Jamie Dean,1926-09-18,2238102989195353,5448157655903109,57713.82,2022-08-11 16:16:43,0
Joseph Whitney,Dana Miller,1945-11-14,2720293072158146,2223275894119549,5357.06,2022-08-11 06:30:16,0
William Harris,Paul Weber,1911-03-19,5149914403448213,2228461046038218,51928.65,2022-06-13 12:56:11,0
Brendan Davis,Steven Mann,1911-06-09,2709029921933346,2513687717580989,99468.31,2022-10-06 22:04:31,0
David Hernandez,Vanessa Swanson,1925-09-05,2240196061251643,2299778474233639,75124.96,2022-04-21 22:38:05,0
Thomas Rodriguez,Steven Mccarthy,1999-02-27,2410320607212463,2242265905399773,20898.43,2022-05-11 06:59:20,0
Beth Murphy,Sandra Hayden,1910-05-17,5532163469831996,2709057769102765,63466.82,2022-03-14 22:24:34,0
Cody Hartman,Kimberly Robinson,1933-12-20,5260527789242860,2440996651378179,31120.92,2022-01-30 07:44:11,0
Cassidy Schneider,Stephen Martin,2000-07-31,2589799404091789,2298792753747137,14803.85,2022-05-06 05:28:05,0
Paula Shepherd,David Newman,1998-08-16,2716620055234799,2247647486015131,50426.66,2022-08-12 13:58:01,0
Holly Jones,Anthony Clayton,1991-07-01,2645201027488759,2273351624941137,54065.36,2022-04-28 11:54:25,0
Michael Mclaughlin,Dr. Lori Smith,1982-05-14,2720925219465740,2246623124285304,16685.98,2022-07-24 14:28:49,0
Lisa Potter,Joseph Erickson,1970-08-05,2232613391080054,5312496517917433,95646.89,2022-07-10 03:00:31,0
Denise Martin,Elizabeth Gross,1996-02-06,2485466035926123,2283777039862930,93902.93,2022-08-26 07:27:02,0
Dawn Schmidt,Jason Davenport,1908-06-04,2283190472469694,2720519959526363,86498.69,2022-02-23 10:04:43,0
Dawn Alexander,Dana Lee,1936-10-12,5329968442452562,2251955309739776,57267.19,2022-01-28 20:45:12,0
Dorothy Brooks,Carlos Alvarez,1966-04-30,2545710466745009,5127602517592200,97537.71,2022-02-01 11:22:13,0
Emily Holt,Allison Brown,1972-02-03,2278092084802501,2226747976843532,67489.70,2022-06-11 13:41:23,0
Kevin Braun,Adam Robinson,1934-11-14,2720682992193557,5208290888760994,51162.65,2022-09-10 04:18:52,0
John Banks,Robert Martinez,1979-03-16,2269913472330899,2269644419140550,15225.43,2022-01-13 00:28:43,0
Steve Webster,Jessica Ortiz,1970-11-30,2295456368217463,2379351531965644,89648.72,2022-02-02 11:11:31,0
Nicole Jensen,Carla Adams,1932-05-09,2280905087143308,2449775979283506,47807.92,2022-08-24 03:13:09,0
Susan Flores,Dr. Michael Kelly MD,1953-07-07,2431267133472100,2272919595866763,54454.64,2022-02-21 01:35:34,0
